N°,Teléfono (marca/modelo),App Luz,App Sonido,Apps WiFi,Fecha,Hora,Biblioteca,Localidad,Dirección/Referencia,Tipo de espacio,Ocupación (personas),Evento inusual (S/N),Observaciones,Lux_1,Lux_2,Lux_3,Lux_promedio,dBA_1,dBA_2,dBA_3,dBA_prom,Bajada_1 (Mbps),Bajada_2 (Mbps),Bajada_3 (Mbps),Bajada_Mediana,Subida_1 (Mbps),Subida_2 (Mbps),Subida_3 (Mbps),Subida_mediana,archivo_fuente,hoja_fuente,Hora_dt,Franja,Lux_umbral,Cumple_Luz,Cumple_Ruido,Cumple_WiFi,Indice_Compuesto,Indice_Ponderado
84,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,13:02:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/ piso superior,6.0,S,"En este caso el evento fue el ruido ya que las personas de esta zona, estaban charlando, en conferencias y en llamadas lo cual era un ruido notable",156.5,181.5,260.8,199.6,39.4,37.0,33.3,36.56666666666667,31.11,34.19,34.65,34.19,49.04,49.08,50.93,49.08,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 13:02:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
85,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,13:08:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/piso superior,5.0,S,"En este caso el evento fue el ruido ya que las personas de esta zona, estaban charlando, en conferencias y en llamadas lo cual era un ruido notable, ademas de que la iluminación tenia tanto espacios ""abiertos"" como iluminación artificial",269.4,165.5,170.2,201.69999999999996,37.3,45.4,43.4,42.03333333333333,23.34,25.05,18.53,23.34,41.21,36.67,44.69,41.21,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 13:08:00.000,Tarde,300,False,False,True,33.33333333333333,20.0
86,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,13:14:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/piso superior,4.0,S,"En este caso el evento fue el ruido ya que las personas de esta zona, estaban charlando, en conferencias y en llamadas lo cual era un ruido notable",146.7,182.4,330.7,219.9333333333333,40.1,40.9,31.1,37.36666666666667,32.74,35.58,30.91,32.74,46.71,47.53,49.78,47.53,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 13:14:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
87,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,13:20:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general/Libros en Braille,2.0,N,No se observo nada,232.5,260.3,179.1,223.96666666666667,39.4,33.0,36.5,36.300000000000004,23.3,33.95,28.19,28.19,48.95,50.08,48.45,48.95,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 13:20:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
88,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,15:16:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala computo general,4.0,S,"En este caso el evento fue el ruido ya que las personas de esta zona, estaban charlando, en conferencias y en llamadas lo cual era un ruido notable",102.4,228.1,209.1,179.86666666666667,37.8,39.6,38.8,38.733333333333334,6.79,2.55,1.65,2.55,14.4,2.39,1.7,2.39,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:16:00.000,Tarde,300,False,True,False,33.33333333333333,40.0
89,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,15:23:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/coleccion general y referencia,5.0,S,"En este caso el evento fue el ruido ya que un infante estaba jugando con la silla, por lo cual el sonido fue notable",140.3,180.9,282.9,201.36666666666667,35.5,37.0,37.8,36.766666666666666,12.22,10.68,16.13,12.22,25.56,21.82,23.08,23.08,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:23:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
90,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,15:29:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general/Hemeroteca,8.0,S,,231.8,238.2,150.0,206.66666666666666,33.5,41.6,35.1,36.73333333333333,18.67,15.02,13.62,15.02,20.32,25.74,15.22,20.32,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:29:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
91,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,15:34:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/coleccion audiovisual,3.0,N,No se observo nada,264.3,215.3,244.8,241.4666666666667,36.7,36.6,36.4,36.56666666666667,19.98,18.39,14.94,18.39,18.16,25.48,24.57,24.57,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:34:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
92,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,15:40:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/Colección local,6.0,N,,230.3,263.3,315.0,269.53333333333336,40.6,38.7,35.5,38.26666666666667,13.14,7.39,18.66,13.14,30.52,19.83,25.83,25.83,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:40:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
93,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,15:44:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general / estanteria biografias,5.0,N,No se observo nada,213.1,171.4,125.5,170.0,38.6,40.5,35.2,38.1,15.39,13.29,18.85,15.39,28.95,23.01,22.02,23.01,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:44:00.000,Tarde,200,False,True,True,66.66666666666666,60.00000000000001
94,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,15:50:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general / estanteria novela,4.0,N,No se observo nada,201.9,192.0,242.0,211.96666666666667,34.3,41.6,39.5,38.46666666666667,17.46,8.53,14.6,14.6,26.72,18.35,20.48,20.48,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:50:00.000,Tarde,200,True,True,True,100.0,100.0
95,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,15:55:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/piso superior,6.0,S,,131.3,188.4,246.9,188.86666666666667,38.5,35.4,38.1,37.333333333333336,15.82,13.02,10.36,13.02,28.33,20.69,19.53,20.69,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 15:55:00.000,Tarde,300,False,True,True,66.66666666666666,60.00000000000001
96,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,16:01:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/piso superior,4.0,S,,176.8,129.5,280.8,195.70000000000002,39.2,38.0,34.9,37.36666666666667,16.13,20.3,17.63,17.63,29.64,30.15,25.82,29.64,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:01:00.000,Tarde-noche,300,False,True,True,66.66666666666666,60.00000000000001
97,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,16:07:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/piso superior,3.0,S,,192.4,226.3,149.6,189.43333333333337,35.3,37.6,39.7,37.53333333333334,15.1,12.14,11.2,13.149999999999999,30.5,21.76,27.9,27.9,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:07:00.000,Tarde-noche,300,False,True,True,66.66666666666666,60.00000000000001
98,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,16:12:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,sala general/ estanteria teatro,4.0,S,,283.4,224.4,144.2,217.33333333333334,38.5,37.0,37.9,37.800000000000004,15.45,12.3,14.75,14.75,29.17,16.54,26.88,26.88,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:12:00.000,Tarde-noche,200,True,True,True,100.0,100.0
99,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,16:18:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias religion,3.0,N,No se observo nada,240.6,210.3,263.9,238.26666666666665,38.2,44.3,39.4,40.63333333333333,1.85,2.7,2.35,2.35,11.75,16.12,15.72,15.72,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:18:00.000,Tarde-noche,200,True,False,False,33.33333333333333,40.0
100,iphone 14 pro max,luxmeter,NIOSH SLM,speed test,2026-02-14 00:00:00.000000000,16:26:00,Biblioteca Julio Mario Santo Domingo,Suba,Avenida Calle 170 # 67-51,Sala general /estanterias politica,5.0,N,No se observo nada,114.2,197.1,249.3,186.86666666666667,34.6,40.2,38.9,37.900000000000006,25.2,26.1,25.87,25.87,22.1,23.0,22.63,22.63,Registros datos biblioteca Diego Alejandro Gonzalez y Juan Pablo Otero.xlsx,Registro,2026-04-14 16:26:00.000,Tarde-noche,200,False,True,True,66.66666666666666,60.00000000000001
1,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,13:15:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-70,Bebeteca,12.0,,,3020.0,3080.0,3055.0,3051.6666666666665,54.2,56.1,55.5,55.26666666666667,37.8,39.2,38.5,38.5,44.2,46.1,45.5,45.5,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 13:15:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
2,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,17:22:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-85,Bebeteca,2.0,,,2950.0,2890.0,2920.0,2920.0,52.4,54.2,53.1,53.23333333333333,34.4,36.2,35.1,35.1,42.4,44.2,43.1,43.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 17:22:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
3,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,18:50:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-100,Bebeteca,1.0,,,3220.0,3160.0,3190.0,3190.0,59.4,61.2,60.1,60.23333333333333,46.4,48.2,47.1,47.1,53.4,55.2,54.1,54.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 18:50:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
4,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,12:27:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-115,Bebeteca,6.0,,,4150.0,3020.0,3055.0,3408.3333333333335,54.2,56.1,55.5,55.26666666666667,49.2,51.4,50.1,50.1,40.1,42.4,41.2,41.2,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 12:27:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
5,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,13:57:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-130,Bebeteca,3.0,,,3890.0,2950.0,2920.0,3253.3333333333335,52.4,54.2,53.1,53.23333333333333,34.4,36.2,35.1,35.1,53.2,55.4,54.1,54.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 13:57:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
6,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,15:55:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-145,Bebeteca,13.0,,,4420.0,3220.0,3190.0,3610.0,59.4,61.2,60.1,60.23333333333333,46.4,48.2,47.1,47.1,5.2,48.6,53.0,48.6,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 15:55:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
7,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,13:36:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-74,Cafeteria,7.0,,,3070.0,3010.0,3040.0,3040.0,57.2,59.1,58.2,58.166666666666664,40.5,42.1,41.4,41.4,46.5,48.1,47.4,47.4,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 13:36:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
8,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,17:46:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-89,Cafeteria,21.0,,,2990.0,2930.0,2960.0,2960.0,49.4,51.2,50.1,50.23333333333333,31.4,33.2,32.1,32.1,40.4,42.2,41.1,41.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 17:46:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
9,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,19:11:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-104,Cafeteria,8.0,,,3260.0,3200.0,3230.0,3230.0,62.4,64.2,63.1,63.23333333333333,51.4,53.2,52.1,52.1,57.4,59.2,58.1,58.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 19:11:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
10,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,12:53:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-119,Cafeteria,12.0,,,4250.0,3070.0,3040.0,3453.3333333333335,57.2,59.1,58.2,58.166666666666664,3.2,0.8,1.4,1.4,41.5,43.2,42.4,42.4,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 12:53:00.000,Tarde,500,True,False,False,33.33333333333333,40.0
11,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,14:25:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-134,Cafeteria,7.0,,,3940.0,2990.0,2960.0,3296.6666666666665,49.4,51.2,50.1,50.23333333333333,31.4,33.2,32.1,32.1,55.2,57.4,56.1,56.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 14:25:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
12,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,16:22:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-149,Cafeteria,15.0,,,4490.0,3260.0,3230.0,3660.0,62.4,64.2,63.1,63.23333333333333,51.4,53.2,52.1,52.1,38.1,40.4,39.2,39.2,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 16:22:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
13,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,12:21:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-61,Espacio lectura,0.0,,,2910.0,2850.0,2880.0,2880.0,55.4,58.2,56.1,56.56666666666666,40.2,38.5,7.2,38.5,45.3,48.1,42.0,45.3,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 12:21:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
14,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,13:49:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-76,Espacio lectura,9.0,,,3180.0,3120.0,3150.0,3150.0,60.1,62.5,61.2,61.26666666666667,47.5,49.2,48.4,48.4,54.2,56.1,55.4,55.4,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 13:49:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
15,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,17:57:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-91,Espacio lectura,9.0,,,2850.0,2790.0,2820.0,2820.0,48.2,50.4,49.1,49.23333333333333,31.2,33.4,32.1,32.1,39.2,41.4,40.1,40.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 17:57:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
16,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,19:23:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-106,Espacio lectura,6.0,,,3850.0,2910.0,2880.0,3213.3333333333335,55.4,58.2,56.1,56.56666666666666,31.1,24.4,0.9,24.4,45.2,12.1,38.4,38.4,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 19:23:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
17,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,13:03:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-121,Espacio lectura,18.0,,,4400.0,3180.0,3150.0,3576.6666666666665,60.1,62.5,61.2,61.26666666666667,47.5,49.2,48.4,48.4,36.2,38.1,37.4,37.4,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 13:03:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
18,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,14:58:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-136,Espacio lectura,9.0,,,3640.0,2850.0,2820.0,3103.3333333333335,48.2,50.4,49.1,49.23333333333333,31.2,33.4,32.1,32.1,105.0,46.2,30.8,46.2,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 14:58:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
19,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,17:52:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-151,Espacio lectura,6.0,,,3049.0,3196.0,3203.0,3149.3333333333335,62.6,71.2,64.1,65.96666666666667,51.4,9.53,30.2,30.2,117.0,59.1,54.5,59.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 17:52:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
20,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,13:24:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-72,Sala De Exposiciciones,12.0,,,3180.0,3250.0,3210.0,3213.3333333333335,66.4,68.1,67.2,67.23333333333333,54.2,56.1,55.5,55.5,61.2,63.4,62.5,62.5,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 13:24:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
21,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,17:33:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-87,Sala De Exposiciciones,0.0,,,2880.0,2820.0,2850.0,2850.0,45.2,47.4,46.1,46.23333333333333,28.2,30.4,29.1,29.1,35.2,37.4,36.1,36.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 17:33:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
22,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,19:01:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-102,Sala De Exposiciciones,3.0,,,3150.0,3090.0,3120.0,3120.0,58.4,60.2,59.1,59.23333333333333,41.4,43.2,42.1,42.1,49.4,51.2,50.1,50.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 19:01:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
23,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,12:40:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-117,Sala De Exposiciciones,13.0,,,4600.0,3180.0,3210.0,3663.3333333333335,66.4,68.1,67.2,67.23333333333333,54.2,56.1,55.5,55.5,37.5,39.2,38.5,38.5,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 12:40:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
24,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,14:11:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-132,Sala De Exposiciciones,5.0,,,3590.0,2880.0,2850.0,3106.6666666666665,45.2,47.4,46.1,46.23333333333333,28.2,30.4,29.1,29.1,49.1,51.4,50.2,50.2,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 14:11:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
25,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,16:09:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-147,Sala De Exposiciciones,0.0,,,4160.0,3150.0,3120.0,3476.6666666666665,58.4,60.2,59.1,59.23333333333333,41.4,43.2,42.1,42.1,43.2,45.1,44.4,44.4,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 16:09:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
